#timestamp tx ty tz qx qy qz qw
1560116809.043240786 0.000000000 0.000000000 0.000000000 -0.000000000 -0.000000000 -0.000000000 1.000000000
1560116809.076597214 0.000017597 -0.000442209 -0.007147202 -0.000214776 0.001201469 -0.000060587 0.999999285
1560116809.109953880 -0.000589418 0.001103254 -0.013681532 0.000112312 0.002269679 -0.000030351 0.999997437
1560116809.176667213 0.000316470 0.000022948 -0.028854391 -0.000229669 0.003748482 -0.000281595 0.999992907
1560116809.243380308 0.001503608 0.000713299 -0.044047717 -0.000129664 0.004726965 -0.000138299 0.999988794
1560116809.310093403 0.000404127 0.000141071 -0.059507165 -0.000298021 0.005687284 -0.000266755 0.999983728
1560116809.476876736 -0.000671906 -0.000032563 -0.096252292 -0.000550445 0.004810873 -0.000244167 0.999988258
1560116809.710371017 -0.006467146 -0.000538354 -0.147539601 -0.000533646 0.000376295 -0.000311427 0.999999762
1560116809.810441017 -0.006899539 0.000369736 -0.168529972 0.000157573 -0.003381363 -0.000020399 0.999994278
1560116810.144006729 -0.013610413 -0.001518368 -0.228201762 -0.000257970 -0.014137563 -0.000756469 0.999899745
1560116810.444216251 -0.012304159 -0.000700910 -0.271827132 0.000117396 -0.018411485 -0.000468379 0.999830425
1560116810.844499826 -0.014637731 -0.001908085 -0.305074602 -0.000185443 -0.023571869 -0.001023591 0.999721646
1560116813.913296461 0.009383038 -0.001315661 -0.034770995 -0.000788642 0.020917453 -0.001021057 0.999780357
1560116813.980009556 0.018359670 -0.002726343 -0.017401069 -0.000995025 0.025379904 -0.001376051 0.999676466
1560116814.080079079 0.030183459 -0.002667470 0.016136169 -0.000733741 0.037013728 -0.001311732 0.999313653
1560116814.146792173 0.043677837 -0.005311994 0.035837207 -0.001494719 0.046619289 -0.001072326 0.998911023
1560116814.213505268 0.052389141 -0.006966816 0.058589641 -0.001660389 0.060871966 -0.003022546 0.998139620
1560116814.313575268 0.077652998 -0.007072517 0.087298781 -0.001705214 0.080973484 -0.002090201 0.996712625
1560116814.346931934 0.076184183 -0.006335414 0.100193433 -0.001192758 0.091226786 -0.002083988 0.995827258
1560116814.380288363 0.088051744 -0.007347732 0.106352687 -0.001565136 0.097013094 -0.002954556 0.995277524
1560116814.413645029 0.092163518 -0.005496091 0.119270310 -0.001076206 0.106835611 -0.002526544 0.994272888
1560116814.480358124 0.103430547 -0.007965097 0.135644168 -0.001655068 0.124669142 -0.003460013 0.992190957
1560116814.513716459 0.113219708 -0.005948751 0.142487958 -0.001218858 0.133361578 -0.003586770 0.991060197
1560116814.547072649 0.118775673 -0.005780529 0.154309064 -0.001201082 0.143748581 -0.004569341 0.989602983
1560116814.613786459 0.139203668 -0.008189346 0.164886385 -0.001774549 0.161991656 -0.003757881 0.986783385
1560116814.647142887 0.148506314 -0.006319975 0.170027688 -0.001579427 0.171532273 -0.003982186 0.985169232
1560116814.680499554 0.150048450 -0.010727202 0.177797019 -0.002688111 0.183654279 -0.005160970 0.982973695
1560116814.747212648 0.163115561 -0.000177042 0.192298591 0.000475139 0.206326827 -0.005035330 0.978470087
1560116814.780569077 0.178360984 -0.005263845 0.197044253 -0.000610680 0.215042651 -0.004368274 0.976594746
1560116814.813925743 0.180015936 -0.001664745 0.206245318 0.000368475 0.228196204 -0.004292559 0.973605692
1560116814.847282171 0.190016791 -0.004494785 0.209044382 -0.000404989 0.237871841 -0.004444147 0.971286356
1560116814.880638838 0.201546326 -0.003154689 0.216857657 0.000044096 0.248390377 -0.004365030 0.968650162
1560116814.947351694 0.224278226 0.000532231 0.222606361 0.001246026 0.267775923 -0.003346139 0.963474631
1560116814.980708838 0.228828624 -0.001874637 0.228597224 0.000549501 0.278509170 -0.004139137 0.960424483
1560116815.047421932 0.247492746 -0.000866432 0.233001381 0.000673804 0.297750413 -0.003864030 0.954635739
1560116815.080778122 0.253831059 -0.000914793 0.242728844 0.001236333 0.308476478 -0.004092171 0.951222360
1560116815.147491217 0.275630921 -0.000888938 0.245635629 0.001107596 0.326523006 -0.004177622 0.945179403
1560116815.214204788 0.287587494 -0.005971449 0.250949204 -0.000106346 0.347182602 -0.004142860 0.937788367
1560116815.247561216 0.297548205 -0.003950913 0.253948182 0.000838761 0.357202828 -0.003817324 0.934018672
1560116815.380987644 0.335285962 -0.010799628 0.249778897 -0.001824634 0.396853924 -0.004687581 0.917868018
1560116815.414344311 0.345792234 -0.009257586 0.248104557 -0.001352962 0.406845897 -0.004379476 0.913485348
1560116815.447700739 0.355601192 -0.007315303 0.255064309 -0.001209445 0.417790681 -0.004752475 0.908530116
1560116815.514433622 0.375820041 -0.010540008 0.253625035 -0.002066497 0.437126249 -0.005086625 0.899383426
1560116815.547790289 0.390322059 -0.002217946 0.255585492 0.000692588 0.446374446 -0.003994647 0.894837081
1560116815.581146955 0.401921451 -0.001477576 0.268783867 0.001065158 0.456754148 -0.003785233 0.889584303
1560116815.647860289 0.420820445 0.003182008 0.272466570 0.002712865 0.472915798 -0.002875954 0.881098747
1560116815.714573622 0.438742608 0.008576434 0.274661958 0.004287284 0.486645848 -0.002490001 0.873585343
1560116815.747930527 0.449814349 0.005300709 0.261898816 0.003846059 0.490551800 -0.002089723 0.871401072
1560116815.814643621 0.460705936 0.007910010 0.268448889 0.004647071 0.501682818 -0.001912220 0.865037024
1560116815.981426954 0.505375743 0.011902536 0.277540118 0.006070543 0.520851135 -0.001191893 0.853625119
1560116816.248280287 0.574926496 0.010178341 0.297321200 0.005574004 0.544561863 -0.000634295 0.838701904
1560116816.448420525 0.632700145 0.008021587 0.311622262 0.004923380 0.569257796 -0.000985328 0.822143793
1560116816.648551702 0.695035338 0.010233638 0.320827186 0.006196801 0.592058957 0.000200833 0.805870891
1560116816.948761463 0.780409157 0.007880887 0.318526089 0.005749261 0.619940758 0.000599828 0.784627318
1560116817.415754080 0.898984313 0.006486538 0.320712447 0.006901003 0.655430198 0.001212983 0.755223274
1560116818.016168356 1.030922771 0.003731648 0.323173702 0.007980146 0.675564229 0.002014826 0.737255216
1560116818.683301210 1.144272685 0.000766768 0.329392076 0.007788769 0.681864381 0.002394085 0.731433332
1560116819.550571918 1.289233923 -0.002358135 0.334259510 0.008189633 0.690196335 0.001975937 0.723573089
1560116819.917494774 1.392800093 -0.005881704 0.339211345 0.009614050 0.694240093 0.001430215 0.719677866
1560116820.284417629 1.487596989 -0.005435722 0.341556311 0.011238932 0.695612073 0.001113855 0.718328834
1560116820.851487398 1.620601416 -0.008305871 0.345376015 0.011358483 0.697425187 0.000589745 0.716567397
1560116821.351836681 1.725253463 -0.010747684 0.353204489 0.011712537 0.694299042 0.001479419 0.719589889
1560116821.918896675 1.860076547 -0.011968475 0.363060951 0.009947751 0.691100478 0.000842806 0.722689748
1560116822.786170721 1.986609221 -0.012023924 0.356809735 0.008017028 0.707165718 0.003990537 0.706991136
1560116823.153093576 2.055835724 -0.014653329 0.359017849 0.010363149 0.705880582 0.002633239 0.708250165
1560116823.553383350 2.140846729 -0.017277094 0.361426830 0.011338081 0.706119418 0.003886841 0.707991302
1560116824.020376682 2.209452868 -0.016474660 0.360232115 0.009769563 0.705949485 0.002505365 0.708190441
1560116824.420656681 2.272571325 -0.017618932 0.358587742 0.008909812 0.710520983 0.004628489 0.703604460
1560116824.454013348 2.277662754 -0.017825736 0.357043028 0.008876652 0.709984422 0.005221353 0.704142094
1560116824.487370014 2.282356739 -0.019718256 0.357805729 0.008462941 0.709653735 0.005315231 0.704479754
1560116824.554076195 2.292564631 -0.019030359 0.357868671 0.008116964 0.709197700 0.005233926 0.704943478
1560116824.654145956 2.306624413 -0.016614811 0.356256247 0.008498426 0.709219694 0.004795850 0.704919994
1560116824.720859289 2.314467669 -0.016818877 0.357210875 0.008778329 0.710385621 0.004346001 0.703744471
1560116824.754215956 2.317744255 -0.016222516 0.357550383 0.009089727 0.711052060 0.004021961 0.703069091
1560116824.820929289 2.325115681 -0.017020499 0.354699612 0.009910121 0.711684823 0.003663528 0.702419460
1560116824.920999050 2.336103201 -0.017037263 0.354377747 0.010085882 0.712405026 0.003692046 0.701686382
1560116824.954355717 2.339217424 -0.017376937 0.354367733 0.010350995 0.712331831 0.003455652 0.701758027
1560116824.987712145 2.340763569 -0.019128311 0.355024576 0.010163004 0.712369323 0.003512192 0.701722383
1560116825.021069050 2.344228268 -0.019523818 0.355961561 0.010024702 0.712359428 0.004048408 0.701731622
1560116825.688201666 2.424673557 -0.020062190 0.351379633 0.009639426 0.713396490 0.003283812 0.700686634
1560116826.055124760 2.501919031 -0.018750802 0.350070715 0.010241757 0.713653088 0.002743318 0.700419068
1560116826.422047853 2.580040216 -0.019202799 0.343113899 0.010310847 0.713066638 0.003036061 0.701013982
1560116826.755618095 2.642181158 -0.018443344 0.346146822 0.010826310 0.714037001 0.002552276 0.700019598
1560116827.389394999 2.720183372 -0.016013006 0.346086740 0.011987613 0.710160375 0.002178377 0.703934610
1560116827.889740705 2.797894478 -0.020286124 0.342492342 0.010785677 0.713553071 0.002054859 0.700515151
1560116828.223306894 2.874714375 -0.017711395 0.336723328 0.011897609 0.722694099 0.001469996 0.691064060
1560116828.590230703 2.964553833 -0.024596512 0.326819897 0.010365816 0.729414821 0.002122519 0.683989823
1560116829.057223797 3.062158585 -0.015009393 0.312322617 0.013438124 0.740365505 0.000553888 0.672069967
1560116829.696785688 3.175632954 -0.016139355 0.287379265 0.014698472 0.750891626 0.001079414 0.660260975
1560116830.030535936 3.244969845 -0.012515539 0.271342039 0.016595928 0.759320080 0.000826414 0.650505126
1560116830.364286184 3.319596767 -0.013321096 0.250144958 0.016038552 0.772552371 0.000319296 0.634748459
1560116830.531161308 3.354783058 -0.011290843 0.226703644 0.016651332 0.783078611 0.000083680 0.621699750
1560116830.630174637 3.374863863 -0.012757530 0.211983681 0.015946006 0.792487621 0.000285104 0.609679461
1560116830.730292320 3.394106388 -0.016757349 0.194005966 0.014317332 0.804251194 0.000586353 0.594116747
1560116830.797037363 3.399724007 -0.018918099 0.174758911 0.014583480 0.812804163 0.001297459 0.582353115
1560116830.863782406 3.425580978 -0.015138295 0.161540508 0.015457319 0.824189484 0.001132361 0.566101968
1560116830.930527687 3.444163084 -0.013109326 0.138669491 0.016380049 0.834289134 0.001902127 0.551080465
1560116830.997272730 3.446403980 -0.019565754 0.118627071 0.015887307 0.843797743 0.003613288 0.536413908
1560116831.064017773 3.465194225 -0.014154725 0.108821392 0.015630808 0.854494750 0.002294587 0.519219875
1560116831.197508097 3.484064579 -0.012341280 0.077477455 0.016163113 0.872589469 0.002715916 0.488179237
1560116831.264253139 3.492478848 -0.008679971 0.060336113 0.017077602 0.880232692 0.002589380 0.474227875
1560116831.397743464 3.514756441 -0.005246032 0.027889729 0.018167086 0.895201087 0.002930991 0.445282459
